camera,status,loc,ft,s0.date,s1.rd,s1.date,s1.pt,s2.rd,s2.date,s2.pt,s3.rd,s3.date,s3.pt,s4.rd,s4.date,s4.pt,s5.rd,s5.date,s5.pt,s6.rd,s6.date,s6.pt,s7.rd,s7.date,s7.pt,s8.rd,s8.date,s8.pt,,
SV-S5-C4,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/08/2020,NA,162,19/01/2021,o,149,17/06/2021,o,,
SV-S5-C5,1,g,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/08/2020,NA,133,19/01/2021,o,132,17/06/2021,o,,
SV-S6-C1,1,r,w,NA,NA,20/11/2018,NA,84,11/04/2019,o,67,2/07/2019,o,63,26/09/2019,o,130,18/02/2020,o,86,5/08/2020,o,89,19/01/2021,o,135,17/06/2021,o,,
SV-S6-C2,1,r,w,NA,NA,20/11/2018,NA,95,11/04/2019,o,63,2/07/2019,o,69,26/09/2019,o,81,18/02/2020,o,130,5/08/2020,o,62,19/01/2021,o,106,17/06/2021,o,,
SV-S6-C3,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/02/2020,NA,93,5/08/2020,o,77,19/01/2021,o,87,17/06/2021,o,,
SV-S6-C4,1,r,w,23/07/2018,96,20/11/2018,o,84,11/04/2019,o,58,2/07/2019,o,63,26/09/2019,o,145,18/02/2020,o,122,5/08/2020,o,91,19/01/2021,o,149,17/06/2021,o,,
SV-S6-C5,1,r,w,NA,NA,20/11/2018,NA,92,11/04/2019,o,65,2/07/2019,o,65,26/09/2019,o,145,18/02/2020,o,105,5/08/2020,o,167,19/01/2021,o,149,17/06/2021,o,,
SV-S7-C1,1,r,w,23/07/2018,105,20/11/2018,o,95,11/04/2019,o,72,5/07/2019,o,75,25/09/2019,o,146,18/02/2020,o,118,5/08/2020,o,167,19/01/2021,o,149,17/06/2021,o,,
SV-S7-C2,1,r,i,NA,NA,NA,NA,NA,NA,NA,NA,5/07/2019,NA,82,25/09/2019,c,143,18/02/2020,c,169,5/08/2020,o,63,19/01/2021,l,147,17/06/2021,o,,
SV-S7-C3,1,r,w,NA,NA,20/11/2018,NA,87,11/04/2019,o,72,2/07/2019,o,70,26/09/2019,c,143,18/02/2020,o,142,5/08/2020,o,167,19/01/2021,o,149,17/06/2021,o,,
SV-S7-C4,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/02/2020,NA,100,5/08/2020,o,92,19/01/2021,o,107,17/06/2021,o,,
SV-S7-C5,1,r,i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/09/2019,NA,145,18/02/2020,o,169,5/08/2020,o,127,19/01/2021,o,135,17/06/2021,o,,
SV-S8-C1,1,r,w,NA,NA,NA,NA,NA,11/04/2019,NA,10,5/07/2019,c,82,25/09/2019,o,145,18/02/2020,o,116,5/08/2020,o,167,19/01/2021,o,149,17/06/2021,o,,
SV-S8-C2,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/08/2020,NA,164,19/01/2021,o,149,17/06/2021,o,,
SV-S8-C3,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,5/07/2019,NA,81,25/09/2019,o,60,18/02/2020,o,146,5/08/2020,o,167,19/01/2021,l,149,17/06/2021,o,,
SV-S8-C4,1,r,w,NA,NA,20/11/2018,NA,84,11/04/2019,o,71,5/07/2019,o,75,25/09/2019,o,143,18/02/2020,o,135,5/08/2020,o,167,19/01/2021,o,149,17/06/2021,o,,
SV-S8-C5,1,r,w,NA,NA,20/11/2018,NA,93,11/04/2019,o,64,5/07/2019,o,81,25/09/2019,o,133,18/02/2020,o,126,5/08/2020,o,63,19/01/2021,o,149,17/06/2021,o,,
SV-S9-C1,1,r,w,NA,NA,NA,NA,NA,3/12/2018,NA,91,24/06/2019,o,74,26/09/2019,o,148,21/02/2020,o,60,6/08/2020,o,142,27/01/2021,o,141,17/06/2021,o,,
SV-S9-C2,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/01/2021,NA,139,17/06/2021,o,,
SV-S9-C3,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,24/06/2019,NA,22,26/09/2019,o,94,21/02/2020,o,97,6/08/2020,o,174,27/01/2021,o,141,17/06/2021,o,,
SV-S9-C4,1,r,w,NA,NA,NA,NA,NA,3/12/2018,NA,98,24/06/2019,o,67,26/09/2019,o,148,21/02/2020,o,130,6/08/2020,o,174,27/01/2021,o,141,17/06/2021,o,,
SV-S9-C5,1,r,b,NA,NA,NA,NA,NA,NA,NA,NA,24/06/2019,NA,94,26/09/2019,o,148,21/02/2020,c,167,6/08/2020,c,173,27/01/2021,o,141,17/06/2021,o,,
WC-N1,1,b,w,NA,NA,NA,NA,NA,7/05/2019,NA,39,28/10/2019,o,141,3/06/2020,o,94,3/11/2020,o,128,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-N2,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,28/10/2019,NA,113,3/06/2020,o,106,3/11/2020,l,161,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-N3,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,27/10/2019,NA,176,5/06/2020,o,114,2/11/2020,o,40,12/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-N4,1,b,w,NA,NA,NA,NA,NA,8/05/2019,NA,45,29/10/2019,o,6,4/06/2020,o,19,4/11/2020,o,106,15/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-N5,1,b,w,NA,NA,NA,NA,NA,10/05/2019,NA,63,27/10/2019,o,89,2/06/2020,o,73,2/11/2020,l,161,12/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S10-C1,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/04/2021,NA,NA,NA,NA,NA,NA,NA,,
WC-S10-C2,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/04/2021,NA,NA,NA,NA,NA,NA,NA,,
WC-S10-C3,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/04/2021,NA,NA,NA,NA,NA,NA,NA,,
WC-S10-C4,1,g,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/04/2021,NA,NA,NA,NA,NA,NA,NA,,
WC-S10-C5,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/04/2021,NA,NA,NA,NA,NA,NA,NA,,
WC-S1-C1,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/06/2020,NA,99,3/11/2020,o,100,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S1-C2,1,r,w,3/09/2018,88,22/01/2019,l,88,7/05/2019,l,142,28/10/2019,o,145,3/06/2020,o,109,3/11/2020,l,161,13/04/2021,l,NA,NA,NA,NA,NA,NA,,
WC-S1-C3,1,r,w,3/09/2018,92,22/01/2019,o,81,7/05/2019,o,168,28/10/2019,o,145,3/06/2020,o,94,11/12/2020,o,92,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S1-C4,1,r,w,3/09/2018,85,22/01/2019,o,70,7/05/2019,o,158,28/10/2019,o,142,3/06/2020,o,114,11/12/2020,o,80,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S1-C5,1,r,w,3/09/2018,110,22/01/2019,o,91,7/05/2019,o,174,28/10/2019,o,116,3/06/2020,o,80,3/11/2020,o,127,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S2-C1,1,r,w,3/09/2018,89,22/01/2019,o,81,7/05/2019,o,164,28/10/2019,o,153,3/06/2020,o,113,3/11/2020,o,119,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S2-C2,1,r,w,3/09/2018,99,22/01/2019,o,91,7/05/2019,o,161,28/10/2019,o,53,3/06/2020,o,75,3/11/2020,o,83,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S2-C3,1,r,w,3/09/2018,84,22/01/2019,o,59,7/05/2019,o,160,28/10/2019,o,132,3/06/2020,o,130,3/11/2020,o,160,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S2-C4,1,r,w,3/09/2018,88,22/01/2019,o,67,7/05/2019,o,106,28/10/2019,o,175,3/06/2020,o,118,3/11/2020,o,154,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S2-C5,1,r,w,3/09/2018,141,22/01/2019,o,105,7/05/2019,o,101,28/10/2019,o,182,3/06/2020,o,117,3/11/2020,o,11,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S3-C1,1,r,w,NA,NA,NA,NA,NA,7/05/2019,NA,142,28/10/2019,o,101,3/06/2020,o,86,3/11/2020,o,41,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S3-C2,1,r,w,3/09/2018,105,22/01/2019,o,97,7/05/2019,o,129,28/10/2019,o,99,3/06/2020,o,45,3/11/2020,o,38,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S3-C3,1,r,w,3/09/2018,118,22/01/2019,o,105,7/05/2019,o,111,28/10/2019,o,114,3/06/2020,o,132,3/11/2020,o,161,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S3-C4,1,r,w,3/09/2018,67,22/01/2019,o,73,7/05/2019,o,65,28/10/2019,o,159,3/06/2020,o,142,3/11/2020,c,161,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S3-C5,1,r,w,3/09/2018,101,22/01/2019,o,105,7/05/2019,o,174,28/10/2019,o,218,3/06/2020,o,121,3/11/2020,o,161,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S4-C1,1,r,w,NA,NA,NA,NA,NA,NA,NA,NA,28/10/2019,NA,181,3/06/2020,c,105,3/11/2020,h,35,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S4-C2,1,r,i,3/09/2018,65,22/01/2019,o,NA,7/05/2019,NA,163,28/10/2019,o,130,3/06/2020,o,28,3/11/2020,o,161,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S4-C3,1,r,i,3/09/2018,21,22/01/2019,o,77,7/05/2019,c,174,28/10/2019,c,219,3/06/2020,o,153,3/11/2020,o,11,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S4-C4,1,r,i,NA,NA,22/01/2019,NA,75,7/05/2019,o,146,28/10/2019,o,30,3/06/2020,o,46,3/11/2020,o,161,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S4-C5,1,r,i,NA,NA,22/01/2019,NA,105,7/05/2019,c,174,28/10/2019,o,11,3/06/2020,o,97,3/11/2020,o,41,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S5-C1,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,27/10/2019,NA,24,2/06/2020,o,141,2/11/2020,o,163,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S5-C2,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,27/10/2019,NA,211,2/06/2020,o,128,2/11/2020,o,138,12/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S5-C3,1,g,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/04/2021,NA,NA,NA,NA,NA,NA,NA,,
WC-S5-C4,1,g,w,3/09/2018,75,21/01/2019,o,72,6/05/2019,o,149,27/10/2019,o,117,2/06/2020,o,95,2/11/2020,o,83,12/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S5-C5,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,27/10/2019,NA,15,2/06/2020,o,111,2/11/2020,o,147,14/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S6-C1,1,r,w,2/09/2018,111,21/01/2019,o,105,6/05/2019,o,173,27/10/2019,o,75,2/06/2020,o,103,2/11/2020,o,145,12/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S6-C2,1,g,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/12/2020,NA,NA,NA,NA,NA,NA,NA,,
WC-S6-C3,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,27/10/2019,NA,196,5/06/2020,o,NA,2/11/2020,NA,158,12/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S6-C4,1,r,w,2/09/2018,74,21/01/2019,o,59,6/05/2019,o,62,27/10/2019,o,3,2/06/2020,o,84,2/11/2020,o,130,12/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S6-C5,1,r,w,NA,NA,21/01/2019,NA,95,6/05/2019,o,174,27/10/2019,o,66,2/06/2020,o,47,2/11/2020,o,59,12/04/2021,o,26,8/05/2021,o,NA,NA,NA,,
WC-S7-C1,1,r,i,4/09/2018,83,22/01/2019,o,105,7/05/2019,o,174,28/10/2019,o,219,3/06/2020,c,71,3/11/2020,o,69,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S7-C2,1,r,i,NA,NA,NA,NA,NA,NA,NA,NA,28/10/2019,NA,209,3/06/2020,o,153,3/11/2020,o,161,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S7-C3,1,r,i,4/09/2018,83,22/01/2019,o,105,7/05/2019,o,174,28/10/2019,o,219,3/06/2020,o,152,3/11/2020,o,161,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S7-C4,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,28/10/2019,NA,1,3/06/2020,o,118,3/11/2020,o,133,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S7-C5,1,r,i,NA,NA,NA,NA,NA,7/05/2019,NA,174,28/10/2019,o,149,3/06/2020,o,18,3/11/2020,o,161,13/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S8-C1,1,r,w,4/09/2018,97,24/01/2019,o,75,8/05/2019,o,62,29/10/2019,o,40,4/06/2020,o,133,4/11/2020,o,150,15/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S8-C2,1,r,w,4/09/2018,105,24/01/2019,o,104,8/05/2019,o,174,29/10/2019,o,110,4/06/2020,c,117,4/11/2020,o,148,15/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S8-C3,1,r,w,NA,NA,24/01/2019,NA,73,8/05/2019,o,170,29/10/2019,o,140,4/06/2020,c,108,4/11/2020,o,113,15/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S8-C4,1,r,w,NA,NA,24/01/2019,NA,84,8/05/2019,o,174,29/10/2019,o,156,4/06/2020,o,136,4/11/2020,o,161,15/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S8-C5,1,r,w,NA,NA,24/01/2019,NA,87,8/05/2019,o,157,29/10/2019,o,181,4/06/2020,o,153,4/11/2020,o,162,15/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S9-C1,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/04/2021,NA,NA,NA,NA,NA,NA,NA,,
WC-S9-C2,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/04/2021,NA,NA,NA,NA,NA,NA,NA,,
WC-S9-C3,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/04/2021,NA,NA,NA,NA,NA,NA,NA,,
WC-S9-C4,1,r,w,5/09/2018,107,24/01/2019,o,86,8/05/2019,o,174,29/10/2019,o,184,4/06/2020,o,127,11/12/2020,o,65,15/04/2021,o,NA,NA,NA,NA,NA,NA,,
WC-S9-C5,1,r,w,5/09/2018,91,24/01/2019,o,70,8/05/2019,o,174,29/10/2019,o,182,4/06/2020,o,111,4/11/2020,o,37,15/04/2021,o,NA,NA,NA,NA,NA,NA,,
55,1,b,w,NA,NA,NA,NA,NA,21/05/2017,NA,69,22/10/2017,o,NA,20/04/2018,NA,167,4/10/2018,o,193,20/04/2019,o,171,11/10/2019,o,226,10/10/2020,o,,
58,1,b,w,NA,NA,NA,NA,NA,20/05/2017,NA,23,22/10/2017,o,NA,20/04/2018,NA,171,8/10/2018,o,145,20/04/2019,o,125,11/10/2019,o,265,10/10/2020,o,,
60,1,b,w,6/12/2016,49,27/01/2017,o,5,17/05/2017,o,142,17/10/2017,o,NA,17/04/2018,NA,153,4/10/2018,o,193,15/04/2019,o,178,10/10/2019,o,181,16/10/2020,o,,
65,1,b,w,NA,NA,NA,NA,NA,21/05/2017,NA,139,22/10/2017,o,NA,20/04/2018,NA,156,8/10/2018,o,194,20/04/2019,o,165,11/10/2019,o,119,10/10/2020,o,,
67,1,b,w,NA,NA,NA,NA,NA,21/05/2017,NA,47,22/10/2017,o,NA,20/04/2018,NA,133,8/10/2018,o,190,20/04/2019,o,165,11/10/2019,o,235,10/10/2020,o,,
69,1,b,w,NA,NA,NA,NA,NA,21/05/2017,NA,36,22/10/2017,o,NA,NA,NA,NA,NA,NA,NA,20/04/2019,NA,174,11/10/2019,o,228,10/10/2020,o,,
70,1,b,w,NA,NA,NA,NA,NA,20/05/2017,NA,63,22/10/2017,o,NA,NA,NA,NA,NA,NA,NA,20/04/2019,NA,174,11/10/2019,o,296,10/10/2020,o,,
71,1,b,w,NA,NA,NA,NA,NA,20/05/2017,NA,102,22/10/2017,o,NA,20/04/2018,NA,119,9/10/2018,o,85,20/04/2019,o,61,11/10/2019,o,304,10/10/2020,o,,
72,1,b,w,NA,NA,NA,NA,NA,20/05/2017,NA,43,22/10/2017,o,NA,20/04/2018,NA,110,9/10/2018,o,186,20/04/2019,o,151,11/10/2019,o,200,10/10/2020,o,,
73,1,b,w,NA,NA,NA,NA,NA,20/05/2017,NA,39,22/10/2017,o,126,20/04/2018,o,132,9/10/2018,o,160,20/04/2019,o,174,11/10/2019,o,302,10/10/2020,o,,
74,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/04/2018,NA,171,9/10/2018,o,127,20/04/2019,o,173,11/10/2019,o,284,10/10/2020,o,,
75,1,b,w,6/12/2016,26,24/01/2017,o,12,17/05/2017,o,153,17/10/2017,o,NA,17/04/2018,NA,169,4/10/2018,o,193,15/04/2019,o,178,10/10/2019,o,270,16/10/2020,o,,
78,1,b,w,7/12/2016,48,24/01/2017,o,12,17/05/2017,o,153,17/10/2017,o,NA,17/04/2018,NA,91,4/10/2018,o,100,15/04/2019,o,170,10/10/2019,o,247,16/10/2020,o,,
86,1,b,w,10/12/2016,45,23/01/2017,o,1,17/05/2017,o,153,17/10/2017,o,NA,17/04/2018,NA,170,4/10/2018,o,161,15/04/2019,o,178,10/10/2019,o,277,16/10/2020,o,,
89,1,b,w,10/12/2016,45,24/01/2017,o,15,17/05/2017,o,153,17/10/2017,o,NA,17/04/2018,NA,170,4/10/2018,o,123,15/04/2019,o,178,10/10/2019,o,299,16/10/2020,o,,
91,1,g,w,10/12/2016,36,24/01/2017,o,NA,17/05/2017,NA,153,17/10/2017,o,NA,17/04/2018,NA,170,4/10/2018,o,92,15/04/2019,o,178,10/10/2019,o,126,16/10/2020,o,,
92,1,g,w,10/12/2016,1,24/01/2017,o,NA,17/05/2017,NA,142,17/10/2017,o,NA,17/04/2018,NA,5,4/10/2018,o,149,15/04/2019,o,157,10/10/2019,o,284,16/10/2020,o,,
96,1,b,w,5/12/2016,4,22/01/2017,o,15,15/05/2017,o,156,18/10/2017,o,167,16/04/2018,o,161,6/10/2018,o,192,17/04/2019,o,142,7/10/2019,o,155,17/10/2020,o,,
98,1,b,w,5/12/2016,2,22/01/2017,o,32,15/05/2017,o,156,18/10/2017,o,NA,16/04/2018,NA,173,6/10/2018,o,148,17/04/2019,o,173,7/10/2019,o,215,17/10/2020,o,,
102,1,b,w,4/12/2016,46,27/01/2017,o,NA,15/05/2017,NA,145,18/10/2017,o,NA,16/04/2018,NA,163,6/10/2018,o,102,16/04/2019,o,156,9/10/2019,o,282,17/10/2020,o,,
105,1,b,w,4/12/2016,46,27/01/2017,o,23,15/05/2017,o,100,18/10/2017,o,165,16/04/2018,o,172,5/10/2018,o,169,17/04/2019,o,169,9/10/2019,o,240,17/10/2020,o,,
120,1,b,w,3/12/2016,55,27/01/2017,o,10,15/05/2017,o,134,18/10/2017,o,NA,16/04/2018,NA,172,5/10/2018,o,165,16/04/2019,o,162,9/10/2019,o,254,17/10/2020,o,,
123,1,b,w,3/12/2016,55,27/01/2017,o,46,15/05/2017,o,156,18/10/2017,o,NA,16/04/2018,NA,172,5/10/2018,o,75,16/04/2019,o,176,9/10/2019,o,199,17/10/2020,o,,
130,1,b,w,3/12/2016,55,27/01/2017,o,20,15/05/2017,o,156,18/10/2017,o,NA,16/04/2018,NA,172,5/10/2018,o,193,16/04/2019,o,176,9/10/2019,o,200,17/10/2020,o,,
131,1,b,w,1/12/2016,16,22/01/2017,o,16,15/05/2017,o,145,18/10/2017,o,124,16/04/2018,o,172,5/10/2018,o,193,16/04/2019,o,176,9/10/2019,o,287,17/10/2020,o,,
134,1,b,w,NA,NA,27/01/2017,NA,24,15/05/2017,o,156,18/10/2017,o,170,16/04/2018,o,163,5/10/2018,o,193,16/04/2019,c,166,9/10/2019,o,263,17/10/2020,o,,
137,1,b,w,1/12/2016,57,27/01/2017,o,5,15/05/2017,o,145,18/10/2017,o,NA,16/04/2018,NA,172,5/10/2018,o,193,16/04/2019,o,176,9/10/2019,o,216,17/10/2020,o,,
191,1,b,w,16/11/2016,50,5/01/2017,o,117,11/05/2017,o,150,9/10/2017,o,NA,10/04/2018,NA,174,1/10/2018,o,124,11/04/2019,o,122,4/10/2019,o,321,21/10/2020,o,,
195,1,b,w,17/11/2016,49,5/01/2017,o,NA,11/05/2017,NA,151,9/10/2017,o,NA,10/04/2018,NA,113,1/10/2018,o,94,11/04/2019,o,176,4/10/2019,o,127,21/10/2020,o,,
208,1,b,w,14/11/2016,52,5/01/2017,o,41,12/05/2017,o,149,8/10/2017,o,160,10/04/2018,o,170,27/09/2018,o,93,12/04/2019,o,172,3/10/2019,o,282,21/10/2020,o,,
216,1,b,w,11/11/2016,3,6/01/2017,o,1,13/05/2017,o,129,8/10/2017,o,149,9/04/2018,o,168,27/09/2018,o,57,5/04/2019,o,179,3/10/2019,o,285,16/10/2020,o,,
218,1,b,w,11/11/2016,56,6/01/2017,o,NA,13/05/2017,NA,148,8/10/2017,o,NA,9/04/2018,NA,164,27/09/2018,o,190,5/04/2019,o,181,3/10/2019,o,201,20/10/2020,o,,
230,1,b,w,NA,NA,NA,NA,NA,10/05/2017,NA,10,8/10/2017,o,136,9/04/2018,o,171,27/09/2018,o,91,5/04/2019,o,181,3/10/2019,o,307,20/10/2020,o,,
272,1,b,w,6/12/2016,42,24/01/2017,o,1,17/05/2017,o,73,17/10/2017,o,NA,17/04/2018,NA,170,4/10/2018,o,149,15/04/2019,o,171,10/10/2019,o,248,16/10/2020,o,,
273,1,b,w,6/12/2016,49,24/01/2017,c,2,17/05/2017,o,153,17/10/2017,o,NA,17/04/2018,NA,170,4/10/2018,c,93,15/04/2019,o,171,10/10/2019,o,295,16/10/2020,o,,
275,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/04/2018,NA,166,9/10/2018,o,193,20/04/2019,o,170,11/10/2019,o,259,10/10/2020,o,,
277,1,b,w,6/12/2016,28,24/01/2017,o,NA,17/05/2017,NA,153,17/10/2017,o,NA,17/04/2018,NA,170,4/10/2018,o,193,15/04/2019,o,178,10/10/2019,o,244,16/10/2020,o,,
278,1,b,w,NA,NA,NA,NA,NA,10/05/2017,NA,6,8/10/2017,o,NA,9/04/2018,NA,167,27/09/2018,o,1,5/04/2019,o,126,3/10/2019,o,215,20/10/2020,o,,
281,1,b,w,5/12/2016,6,28/01/2017,o,NA,16/05/2017,NA,155,18/10/2017,o,155,16/04/2018,o,173,6/10/2018,o,190,17/04/2019,o,173,7/10/2019,o,277,17/10/2020,o,,
284,1,b,w,NA,NA,27/01/2017,NA,1,16/05/2017,o,142,18/10/2017,o,NA,16/04/2018,NA,173,6/10/2018,o,142,17/04/2019,o,142,7/10/2019,o,100,17/10/2020,o,,
300,1,b,w,17/11/2016,49,5/01/2017,o,NA,12/05/2017,NA,137,9/10/2017,o,NA,10/04/2018,NA,168,1/10/2018,o,169,11/04/2019,o,175,4/10/2019,o,230,21/10/2020,o,,
301,1,b,w,1/12/2016,50,27/01/2017,o,10,15/05/2017,o,156,18/10/2017,o,NA,16/04/2018,NA,172,5/10/2018,o,193,16/04/2019,o,176,9/10/2019,o,231,17/10/2020,o,,
302,1,b,w,NA,NA,28/01/2017,NA,19,16/05/2017,o,155,18/10/2017,o,154,16/04/2018,c,172,5/10/2018,o,141,16/04/2019,o,143,9/10/2019,o,182,17/10/2020,o,,
304,1,b,w,NA,NA,NA,NA,NA,16/05/2017,NA,136,18/10/2017,o,NA,16/04/2018,NA,135,6/10/2018,o,95,16/04/2019,o,176,9/10/2019,o,299,17/10/2020,o,,
305,1,b,w,5/12/2016,54,28/01/2017,o,24,16/05/2017,o,152,18/10/2017,o,155,16/04/2018,o,173,6/10/2018,o,132,17/04/2019,o,142,7/10/2019,o,276,17/10/2020,o,,
326,1,b,w,1/12/2016,8,27/01/2017,o,47,15/05/2017,o,156,18/10/2017,o,NA,16/04/2018,NA,172,5/10/2018,o,193,16/04/2019,o,176,9/10/2019,o,155,17/10/2020,o,,
100b,1,b,w,NA,NA,28/01/2017,NA,1,15/05/2017,o,156,18/10/2017,o,NA,18/04/2018,NA,105,6/10/2018,o,169,16/04/2019,o,174,7/10/2019,o,204,17/10/2020,o,,
100c,1,b,w,NA,NA,NA,NA,NA,16/05/2017,NA,103,18/10/2017,o,NA,15/04/2018,NA,1,6/10/2018,o,193,17/04/2019,o,130,7/10/2019,o,138,17/10/2020,o,,
105b,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/10/2018,NA,182,16/04/2019,o,156,9/10/2019,o,212,17/10/2020,o,,
114b,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/10/2019,NA,,
116b,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/04/2018,NA,172,5/10/2018,o,173,16/04/2019,o,176,9/10/2019,o,170,17/10/2020,o,,
118b,1,g,w,NA,NA,26/01/2017,NA,1,15/05/2017,o,140,18/10/2017,o,NA,16/04/2018,NA,172,5/10/2018,o,181,16/04/2019,o,176,9/10/2019,o,287,17/10/2020,o,,
118c,1,g,w,NA,NA,NA,NA,NA,15/05/2017,NA,104,18/10/2017,o,NA,16/04/2018,NA,172,5/10/2018,o,159,16/04/2019,o,176,9/10/2019,o,355,17/10/2020,o,,
122b,1,b,w,NA,NA,27/01/2017,NA,1,15/05/2017,o,156,18/10/2017,o,NA,16/04/2018,NA,172,5/10/2018,o,113,16/04/2019,o,176,9/10/2019,o,127,17/10/2020,o,,
122c,1,b,w,NA,NA,NA,NA,NA,15/05/2017,NA,156,18/10/2017,o,NA,16/04/2018,NA,172,5/10/2018,o,193,16/04/2019,o,176,9/10/2019,o,243,17/10/2020,o,,
